path_to_video,vivit_anomaly,videomae_anomaly,timesformer_anomaly,vivit_normal,videomae_normal,timesformer_normal,label
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos066_x264.mp4,7.111739250831306e-05,0.0027674417942762375,5.361598960007541e-05,0.9999288320541382,0.9972326159477234,0.9999463558197021,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos333_x264.mp4,0.0012086326023563743,0.07722284644842148,0.9264340996742249,0.9987913966178894,0.9227771162986755,0.07356592267751694,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos917_x264.mp4,0.0004252122307661921,0.006088033318519592,0.00013213642523624003,0.9995748400688171,0.9939119815826416,0.9998677968978882,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos249_x264.mp4,0.0018513350514695048,0.004536131396889687,0.0004370766400825232,0.9981486797332764,0.9954639077186584,0.9995629191398621,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos755_x264.mp4,0.020888706669211388,0.12923331558704376,0.0014157007681205869,0.9791112542152405,0.8707667589187622,0.9985842704772949,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos840_x264.mp4,0.000150219930219464,0.0032372891437262297,6.865705654490739e-05,0.999849796295166,0.9967626333236694,0.9999313354492188,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos380_x264.mp4,0.0002660947502590716,0.003660538699477911,3.079221642110497e-05,0.9997338652610779,0.9963394403457642,0.9999692440032959,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos218_x264.mp4,0.0019900668412446976,0.021613730117678642,0.001558510004542768,0.998009979724884,0.9783863425254822,0.9984415173530579,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos863_x264.mp4,0.00024836952798068523,0.005426233168691397,0.7720856070518494,0.999751627445221,0.9945737719535828,0.22791439294815063,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos090_x264.mp4,0.30068546533584595,0.011385546997189522,0.00038220174610614777,0.699314534664154,0.9886144399642944,0.9996178150177002,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos617_x264.mp4,0.3960903286933899,0.013496148400008678,0.00028349304920993745,0.6039096713066101,0.9865038394927979,0.9997164607048035,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos199_x264.mp4,0.0009810287738218904,0.13630087673664093,0.0007663366850465536,0.9990189075469971,0.8636991381645203,0.9992337226867676,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos060_x264.mp4,0.011063145473599434,0.336146742105484,0.9984499216079712,0.9889367818832397,0.6638532876968384,0.0015501051675528288,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos268_x264.mp4,0.012611468322575092,0.09977123141288757,0.00036122449091635644,0.9873884916305542,0.90022873878479,0.9996387958526611,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos658_x264.mp4,0.023802973330020905,0.013400482013821602,0.023872191086411476,0.9761969447135925,0.9865995645523071,0.9761278033256531,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos757_x264.mp4,0.9941826462745667,0.14232122898101807,0.9945977926254272,0.005817344877868891,0.8576787710189819,0.005402198992669582,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos821_x264.mp4,0.0026002528611570597,0.00497092679142952,0.011192027479410172,0.9973998069763184,0.9950291514396667,0.9888079762458801,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos818_x264.mp4,0.0013989181024953723,0.009380175732076168,0.00023538009554613382,0.9986011385917664,0.9906197786331177,0.999764621257782,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos017_x264.mp4,0.0003015012771356851,0.012906772084534168,0.00016448221867904067,0.9996985197067261,0.9870931506156921,0.9998354911804199,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos007_x264.mp4,6.199425115482882e-05,0.0039727468974888325,4.608812741935253e-05,0.9999380111694336,0.9960272312164307,0.9999538660049438,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos788_x264.mp4,0.0015446704346686602,0.0065925815142691135,0.00011494039063109085,0.998455286026001,0.9934073686599731,0.999885082244873,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos191_x264.mp4,0.00016942287038546056,0.009187046438455582,0.00033542478922754526,0.9998306035995483,0.9908129572868347,0.9996645450592041,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos350_x264.mp4,0.0002731051645241678,0.003848681226372719,7.785046909702942e-05,0.9997268319129944,0.9961512684822083,0.9999221563339233,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos386_x264.mp4,0.013793891295790672,0.9652390480041504,0.013580725528299809,0.9862061142921448,0.0347609668970108,0.9864192605018616,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos169_x264.mp4,0.004501889925450087,0.015132534317672253,0.00047407072270289063,0.9954981803894043,0.984867513179779,0.9995259046554565,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos208_x264.mp4,0.0002170848601963371,0.12312255799770355,0.000821090885438025,0.9997829794883728,0.87687748670578,0.999178946018219,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos450_x264.mp4,0.017085084691643715,0.014991282485425472,0.002099232515320182,0.982914924621582,0.985008716583252,0.9979007244110107,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos443_x264.mp4,0.00025144987739622593,0.012202585116028786,0.0001432040153304115,0.9997485280036926,0.9877974390983582,0.9998568296432495,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos586_x264.mp4,0.0005744275404140353,0.01341582927852869,0.0005842897808179259,0.9994256496429443,0.9865842461585999,0.9994157552719116,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos149_x264.mp4,0.00042074904195033014,0.00450175954028964,0.0004589479067362845,0.9995792508125305,0.9954982995986938,0.9995410442352295,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos760_x264.mp4,0.00025022111367434263,0.007472955156117678,0.00017440476221963763,0.9997497200965881,0.9925270080566406,0.999825656414032,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos497_x264.mp4,0.0012147491797804832,0.0065536415204405785,0.0001774531847331673,0.9987853169441223,0.9934462904930115,0.9998225569725037,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos389_x264.mp4,0.0012106744106858969,0.005004801321774721,0.7756707072257996,0.998789370059967,0.9949952363967896,0.22432930767536163,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos731_x264.mp4,0.0013170104939490557,0.009824836626648903,0.0003152613644488156,0.9986830353736877,0.9901752471923828,0.9996848106384277,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos764_x264.mp4,0.00023435874027200043,0.006997954100370407,4.805697608389892e-05,0.9997656941413879,0.9930019974708557,0.999951958656311,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos131_x264.mp4,0.0007790512754581869,0.01458666380494833,8.344979141838849e-05,0.9992209672927856,0.9854133725166321,0.9999165534973145,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos776_x264.mp4,0.005720856599509716,0.015308942645788193,0.0010961425723508,0.994279146194458,0.9846910834312439,0.9989038705825806,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos673_x264.mp4,0.0013869848335161805,0.9838962554931641,0.38268253207206726,0.9986129999160767,0.01610374264419079,0.6173174977302551,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos124_x264.mp4,0.0002558048872742802,0.0036900839768350124,0.0001787075016181916,0.9997442364692688,0.9963099360466003,0.9998213648796082,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos493_x264.mp4,0.0011798683553934097,0.015454313717782497,0.07866508513689041,0.9988201260566711,0.9845457077026367,0.9213349223136902,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos283_x264.mp4,0.00012697739293798804,0.004157037474215031,7.015404844423756e-05,0.9998730421066284,0.9958429932594299,0.9999297857284546,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos451_x264.mp4,0.00010305296018486843,0.006155628710985184,8.25151801109314e-05,0.9998968839645386,0.9938443899154663,0.9999175071716309,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos609_x264.mp4,0.0014157068217173219,0.01063587050884962,0.00015562564658466727,0.9985842704772949,0.9893641471862793,0.9998443126678467,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos504_x264.mp4,0.0005767995025962591,0.05620034039020538,0.0004661907732952386,0.9994232654571533,0.943799614906311,0.9995337724685669,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos812_x264.mp4,0.008210896514356136,0.06174430623650551,0.9031252861022949,0.9917891025543213,0.9382556676864624,0.09687470644712448,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos920_x264.mp4,0.04804408550262451,0.0851854532957077,0.0008112051873467863,0.9519559144973755,0.9148145318031311,0.9991888403892517,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos327_x264.mp4,0.999414324760437,0.9861019849777222,0.004193583037704229,0.0005857428768649697,0.013898000121116638,0.9958064556121826,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos058_x264.mp4,0.00012972790864296257,0.0040723225101828575,7.026921230135486e-05,0.9998703002929688,0.995927631855011,0.999929666519165,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos599_x264.mp4,0.0008443836704827845,0.1024223044514656,0.001025005360133946,0.9991556406021118,0.897577702999115,0.9989750385284424,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos846_x264.mp4,0.00015202781651169062,0.007077393122017384,6.838751141913235e-05,0.9998480081558228,0.9929225444793701,0.9999315738677979,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos204_x264.mp4,0.999104917049408,0.9749065637588501,0.994471549987793,0.0008950794581323862,0.025093384087085724,0.005528496578335762,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos848_x264.mp4,0.00024921304429881275,0.005420955363661051,0.7723152041435242,0.9997507929801941,0.9945790767669678,0.22768479585647583,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos838_x264.mp4,0.008219996467232704,0.06182634457945824,0.9031368494033813,0.9917799830436707,0.9381735920906067,0.09686315059661865,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos652_x264.mp4,0.3469671905040741,0.6929764747619629,0.9149714112281799,0.6530327796936035,0.3070234954357147,0.08502863347530365,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos236_x264.mp4,0.00042404880514368415,0.0053326780907809734,0.00015089611406438053,0.9995759129524231,0.9946672916412354,0.9998490810394287,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos344_x264.mp4,0.009630813263356686,0.022520964965224266,0.0012219848576933146,0.9903691411018372,0.9774790406227112,0.9987780451774597,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos515_x264.mp4,0.011417300440371037,0.06182634457945824,0.9031368494033813,0.9885827302932739,0.9381735920906067,0.09686315059661865,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos373_x264.mp4,0.0011061765253543854,0.01578512415289879,0.002303877379745245,0.9988937973976135,0.9842148423194885,0.9976961016654968,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos765_x264.mp4,0.007556557655334473,0.6231598854064941,0.9663215279579163,0.9924433827400208,0.37684017419815063,0.033678483217954636,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos671_x264.mp4,0.08721356838941574,0.983860969543457,0.3949723243713379,0.9127864837646484,0.01613900437951088,0.6050276756286621,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos272_x264.mp4,0.0001274176756851375,0.0046036927960813046,8.994422387331724e-05,0.9998725652694702,0.9953963160514832,0.9999099969863892,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos676_x264.mp4,0.00038777454756200314,0.09112823754549026,0.0002901345433201641,0.9996122717857361,0.9088717103004456,0.9997097849845886,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos285_x264.mp4,0.00469873147085309,0.9576514363288879,0.0029693334363400936,0.9953012466430664,0.042348600924015045,0.9970306158065796,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos680_x264.mp4,0.00030671147396788,0.06742075085639954,0.0004486967227421701,0.9996932744979858,0.9325792193412781,0.9995512366294861,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos751_x264.mp4,0.013226879760622978,0.010710448957979679,0.0008738271426409483,0.9867731928825378,0.9892895817756653,0.999126136302948,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos073_x264.mp4,0.0002459095558151603,0.005421916488558054,0.7721009254455566,0.9997541308403015,0.9945781230926514,0.22789905965328217,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos610_x264.mp4,0.005346617195755243,0.017506161704659462,6.880760338390246e-05,0.9946533441543579,0.9824938178062439,0.9999312162399292,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos388_x264.mp4,0.00010923741501756012,0.004572795704007149,0.00010015908628702164,0.9998908042907715,0.995427131652832,0.9998998641967773,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos697_x264.mp4,0.3286573588848114,0.01881130412220955,0.00031277319067157805,0.671342670917511,0.9811887145042419,0.9996871948242188,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos553_x264.mp4,0.006679546553641558,0.0037450753152370453,0.00020964548457413912,0.9933204650878906,0.9962549209594727,0.999790370464325,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos423_x264.mp4,0.0004199720569886267,0.06646957993507385,0.0004907525726594031,0.9995800852775574,0.9335303902626038,0.9995092153549194,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos859_x264.mp4,0.0017238581785932183,0.01769755221903324,0.00037629675352945924,0.9982761144638062,0.9823023676872253,0.9996236562728882,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos315_x264.mp4,0.0010928806150332093,0.03287718817591667,0.9775763154029846,0.9989070892333984,0.9671228528022766,0.022423647344112396,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos750_x264.mp4,0.00021088124776724726,0.008527164347469807,0.00014391624426934868,0.9997891783714294,0.9914728403091431,0.9998561143875122,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos402_x264.mp4,0.00020548675092868507,0.009999730624258518,0.0001369753445032984,0.9997945427894592,0.990000307559967,0.9998630285263062,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos467_x264.mp4,0.9968075752258301,0.16187644004821777,0.0007984875119291246,0.0031924389768391848,0.8381235599517822,0.9992014765739441,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos180_x264.mp4,0.0004747198836412281,0.00899480003863573,0.00031443496118299663,0.9995253086090088,0.9910051822662354,0.999685525894165,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos371_x264.mp4,0.03231475502252579,0.0144160445779562,0.9728617072105408,0.9676852822303772,0.985584020614624,0.027138302102684975,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos636_x264.mp4,0.00016028716345317662,0.007516245823353529,0.011142458766698837,0.9998396635055542,0.9924837946891785,0.9888575077056885,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos163_x264.mp4,0.002803023671731353,0.03619531914591789,0.0011637306306511164,0.9971969127655029,0.9638046622276306,0.99883633852005,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos338_x264.mp4,0.0009389547631144524,0.006576561834663153,0.0002547835756558925,0.9990610480308533,0.9934234619140625,0.9997451901435852,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos550_x264.mp4,0.004913552664220333,0.012695812620222569,0.00022745570458937436,0.9950864911079407,0.987304151058197,0.9997726082801819,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos294_x264.mp4,0.0028048797976225615,0.021713832393288612,0.00045870451140217483,0.9971951246261597,0.9782861471176147,0.9995412826538086,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos299_x264.mp4,0.008943718858063221,0.010110816918313503,0.002220272785052657,0.9910563230514526,0.9898892045021057,0.9977797865867615,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos081_x264.mp4,0.001224974635988474,0.005330369342118502,0.0003938458685297519,0.998775064945221,0.9946696162223816,0.999606192111969,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos153_x264.mp4,0.0051478734239935875,0.014667995274066925,0.0002568866475485265,0.9948521256446838,0.9853319525718689,0.9997431635856628,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos074_x264.mp4,0.00024783890694379807,0.005422419868409634,0.7720992565155029,0.9997521042823792,0.9945775270462036,0.22790077328681946,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos379_x264.mp4,0.0002103396545862779,0.008635388687252998,0.0001398835302097723,0.9997896552085876,0.991364598274231,0.9998600482940674,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos322_x264.mp4,0.0015788414748385549,0.020494461059570312,0.00011646479833871126,0.9984211921691895,0.9795055389404297,0.9998835325241089,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos820_x264.mp4,0.0007159614469856024,0.004900013096630573,0.00015169070684351027,0.9992840886116028,0.9950999617576599,0.9998482465744019,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos646_x264.mp4,0.005351291038095951,0.02151719480752945,0.00096113421022892,0.9946487545967102,0.9784827828407288,0.9990389347076416,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos802_x264.mp4,0.008175809867680073,0.061861008405685425,0.9031897783279419,0.991824209690094,0.9381389617919922,0.09681017696857452,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos413_x264.mp4,0.9855210185050964,0.007476188708096743,0.9958696961402893,0.01447896845638752,0.9925238490104675,0.004130263347178698,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos141_x264.mp4,0.00024563068291172385,0.006574032828211784,0.0002909411850851029,0.9997543692588806,0.9934259653091431,0.9997090697288513,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos845_x264.mp4,0.0014216196723282337,0.004587004892528057,0.00023728888481855392,0.9985784292221069,0.9954130053520203,0.9997627139091492,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos221_x264.mp4,0.0008268746896646917,0.006616231985390186,0.00011462821566965431,0.999173104763031,0.9933837056159973,0.9998853206634521,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos855_x264.mp4,0.0008246129145845771,0.004468443803489208,0.00020477052021306008,0.9991753697395325,0.9955315589904785,0.9997952580451965,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos762_x264.mp4,0.004082325380295515,0.01194802112877369,0.000355354743078351,0.9959177374839783,0.9880520105361938,0.9996446371078491,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos488_x264.mp4,0.012832795269787312,0.008799988776445389,0.0012328805169090629,0.9871671795845032,0.9912000298500061,0.9987671375274658,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos647_x264.mp4,0.36324185132980347,0.7568258047103882,0.9131565093994141,0.6367582082748413,0.2431742250919342,0.08684347569942474,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos663_x264.mp4,0.9947992563247681,0.008707883767783642,0.0009831561474129558,0.005200748331844807,0.9912920594215393,0.9990168809890747,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos079_x264.mp4,0.00024895655224099755,0.0054210578091442585,0.7723199725151062,0.9997510313987732,0.9945789575576782,0.22768007218837738,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos234_x264.mp4,0.0001581826072651893,0.0028198491781949997,5.839853474753909e-05,0.9998418092727661,0.9971801042556763,0.9999415874481201,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos205_x264.mp4,0.00037105788942426443,0.006891327910125256,7.627182640135288e-05,0.9996289014816284,0.9931086301803589,0.9999237060546875,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos715_x264.mp4,0.00017753323481883854,0.0045579480938613415,8.924135909182951e-05,0.9998224377632141,0.9954420328140259,0.9999107122421265,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos075_x264.mp4,0.0002505042066331953,0.005422240123152733,0.7720053195953369,0.999749481678009,0.9945777654647827,0.22799475491046906,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos730_x264.mp4,0.006831333041191101,0.01369735412299633,0.004718266427516937,0.9931685924530029,0.9863026738166809,0.9952817559242249,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos532_x264.mp4,0.004706723615527153,0.019721874967217445,0.00047321541933342814,0.9952932000160217,0.9802780747413635,0.999526858329773,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos119_x264.mp4,0.00015830635675229132,0.006712159141898155,0.00010322291927877814,0.9998416900634766,0.9932878613471985,0.999896764755249,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos519_x264.mp4,0.0056754513643682,0.02595575898885727,0.002814715960994363,0.9943245053291321,0.9740442037582397,0.9971852898597717,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos329_x264.mp4,0.9994773268699646,0.9863097667694092,0.004848410841077566,0.0005226942012086511,0.013690277002751827,0.9951515197753906,Normal
